Order;City;Cantidad
1008612063056-01;Palestina;1
1008612310539-01;Guayaquil;1
1008612499849-01;Milagro;1
1008613075144-01;Esmeraldas;1
1008620943787-01;Quito;1
1008621265882-01;Esmeraldas;1
1008632060411-01;Quito;4
1008641565567-01;Pasaje;1
1008641629321-01;Guayaquil;1
1008642521174-01;Sucua;1
1008643567460-01;Cayambe;1
1008651015076-01;Las Naves;1
1008651725309-01;Loja;5
1008651955941-01;El Empalme;1
1008660879858-01;Riobamba;1
1008661445266-01;Quito;1
1008661875288-01;Guayaquil;1
1008662041937-01;Manta;1
1008662524817-01;Mejia;1
1008662767144-01;Milagro;1
1008671885082-01;Guayaquil;1
1008673473085-01;Machala;1
1008680091506-01;Ambato;1
1008680937461-01;Guayaquil;36
1008680943074-01;Ibarra;1
1008690082299-01;Cuenca;1
1008761326014-01;Quito;1
1008770536686-01;Milagro;1
1008771036860-01;Duran;2
1008781309803-01;Machala;1
1008790067767-01;Zamora;1
1008790259995-01;Guayaquil;1
1008790837766-01;Guayaquil;14
1008792041281-01;Pedro Carbo;1
1008793179734-01;Quito;1
1008800298546-01;Quito;1
1008800706248-01;Portoviejo;1
1008801057495-01;Montalvo;1
1008801230395-01;Quito;21
1008801600795-01;Cuenca;1
1008810986784-01;Portoviejo;1
1008813334139-01;Riobamba;1
1008820196463-01;Guayaquil;10
1008822011336-01;Esmeraldas;1
1008823550560-01;Buena Fe;3
1008832861397-01;Quito;1
1008833385545-01;Guayaquil;2
1008833564162-01;Guayaquil;1
1008840884793-01;Quito;1
1008842044625-01;Guayaquil;1
1008842676383-01;Cuenca;5
1008860105203-01;Guayaquil;1
1008862686252-01;Quevedo;4
1008870929777-01;Guayaquil;3
1008870971262-01;Guayaquil;7
1008871825614-01;Mejia;1
1008890974400-01;Guayaquil;1
1008891362486-01;Salcedo;1
1008893413986-01;Guayaquil;1
1008902106194-01;Manta;1
1008912559536-01;Quito;1
1008921374423-01;Palenque;1
1008922986119-01;Puyo;1
1008923514018-01;Guayaquil;4
1008942622109-01;Guayaquil;10
1008953128229-01;Guayaquil;13
1008992361085-01;Quito;1
1009003524955-01;Guayaquil;6
1009010965048-01;Lago Agrio;1
1009020476237-01;Milagro;2
1009022741917-01;Guayaquil;5
1009023094188-01;Quito;4
1009030165354-01;Ruminahui;5
1009032539637-01;Portoviejo;1
1009033594106-01;Quito;1
1009040869593-01;Manta;1
1009060122972-01;Machala;2
1009061184275-01;Guayaquil;2
1009061487284-01;Duran;20
1009062288469-01;Guayaquil;1
1009062781843-01;Guayaquil;1
1009070664808-01;Guayaquil;1
1009071553454-01;Babahoyo;2
1009071906286-01;Guayaquil;5
1009072278790-01;Marcelino Mariduena;1
1009080206055-01;Quito;2
1009081683895-01;Quito;1
1009090320694-01;Guayaquil;1
1009091498726-01;Guayaquil;1
1009092946664-01;Sucua;3
1009093507198-01;Ibarra;1
1009100231926-01;Guayaquil;16
1009100921757-01;Quito;1
1009101321622-01;Guayaquil;1
1009101557216-01;Esmeraldas;1
1009103497699-01;Latacunga;1
1009110501621-01;Quito;2
1009110612800-01;Guayaquil;7
1009111154022-01;Chaguarpamba;3
1009111457878-01;Chaguarpamba;3
1009111746045-01;Chaguarpamba;3
1009113459779-01;Quito;20
1009120312790-01;Babahoyo;1
1009121033868-01;Guayaquil;1
1009121912720-01;Puyo;1
1009123131189-01;Guayaquil;1
1009123395512-01;Guayaquil;15
1009130879363-01;Machala;1
1009131024750-01;Guayaquil;1
1009132001678-01;Quito;1
1009133552163-01;Portoviejo;3
1009140487203-01;Ibarra;1
1009140691804-01;Portoviejo;1
1009141202018-01;Quito;1
1009152774952-01;Quito;1
1009153157326-01;Machala;1
1009162663501-01;Zaruma;2
1009163107655-01;Guayaquil;1
1009183497095-01;Guayaquil;11
1009201120751-01;Guayaquil;1
1009240604456-01;Guayaquil;1
1009243453276-01;Jipijapa;1
1009252807392-01;Loja;2
1009261977711-01;Riobamba;1
1009262532430-01;Guayaquil;1
1009271607675-01;Santo Domingo;1
1009272891511-01;Quito;1
1009280785606-01;Santiago De Pillaro;1
1009290490422-01;Quito;1
1009290916089-01;Palestina;1
1009291527542-01;Ruminahui;9
1009300179289-01;Cuenca;2
1009303338404-01;Tena;1
1009311428419-01;Puyo;1
1009313234275-01;Guayaquil;1
1009321373832-01;Guayaquil;1
1009322295232-01;Quito;1
1009322417645-01;Esmeraldas;1
1009322853964-01;Quito;2
1009330296324-01;Esmeraldas;1
1009330467273-01;San Jacinto De Yaguachi;1
1009330479116-01;Quito;1
1009331613546-01;Guayaquil;1
1009332310902-01;Duran;1
1009333212258-01;Quito;1
1009333515554-01;Guayaquil;1
1009340390188-01;Montecristi;1
1009351300478-01;Ruminahui;1
1009351671162-01;Quito;12
1009352312183-01;Samborondon;1
1009361367008-01;Quito;2
1009362283728-01;Quito;36
1009362984385-01;Ambato;1
1009370612880-01;Guayaquil;1
1009373051488-01;Guayaquil;1
1009373222158-01;Manta;1
1009381284322-01;Guayaquil;1
1009383475208-01;Quito;1
1009402172032-01;Cuenca;1
1009402620917-01;Ruminahui;17
1009413508562-01;Manta;17
1009423389434-01;Guayaquil;1
1009490103134-01;Ambato;1
1009490211171-01;Machala;1
1009500600149-01;Quito;6
1009533058742-01;Rio Verde;1
1009533574114-01;Marcelino Mariduena;1
1009540829328-01;Quito;2
1009550076635-01;Manta;1
1009552676207-01;Guayaquil;16
1009561500998-01;Guayaquil;1
1009571141779-01;Guayaquil;1
1009572159006-01;Portoviejo;1
1009572235274-01;Santo Domingo;5
1009573500550-01;La Libertad;1
1009580007085-01;Guayaquil;1
1009580720860-01;Santo Domingo;1
1009581745734-01;Guayaquil;1
1009581990183-01;Guayaquil;1
1009582636762-01;Quito;2
1009583190183-01;Daule;1
1009583224241-01;Quito;1
1009600420772-01;Guayaquil;1
1009600814779-01;Ambato;13
1009611113885-01;Portoviejo;1
1009611142536-01;Quijos;1
1009620688828-01;Riobamba;1
1009621009410-01;Quito;1
1009623123191-01;Shushufindi;1
1009623518772-01;Quito;1
1009630960526-01;Salinas;1
1009632841001-01;Balzar;1
1009632896386-01;Duran;2
1009640444851-01;Esmeraldas;3
1009640668954-01;La Libertad;1
1009643072841-01;Ibarra;1
1009651718685-01;San Cristobal;1
1009652252259-01;Guayaquil;3
1009711961545-01;Esmeraldas;1
1009732928362-01;Cuenca;1
1009743411485-01;Guayaquil;1
1009750718162-01;Quito;1
1009751570975-01;Guayaquil;4
1009751706151-01;Guayaquil;1
1009760003508-01;Chaguarpamba;3
1009761427603-01;El Carmen;1
1009762303019-01;Arenillas;1
1009762667170-01;La Libertad;1
1009770432847-01;Montufar;1
1009770805387-01;Guayaquil;6
1009770932604-01;Manta;1
1009773325125-01;Ibarra;10
1009780272897-01;Santa Elena;1
1009781102588-01;Esmeraldas;2
1009781804792-01;Guayaquil;1
1009781985434-01;Loja;1
1009782736117-01;Ibarra;1
1009790098637-01;Quito;1
1009791033223-01;Guayaquil;1
1009792761932-01;Guayaquil;1
1009800036634-01;Orellana;1
1009800835757-01;Giron;1
1009801709887-01;Guayaquil;1
1009801782463-01;Esmeraldas;1
1009802941927-01;Manta;2
1009802946362-01;Tena;1
1009803037935-01;Quito;6
1009810126379-01;Quito;2
1009811088566-01;Esmeraldas;1
1009811457388-01;Esmeraldas;1
1009812093277-01;Esmeraldas;1
1009812761423-01;Chone;1
1009813451541-01;Quito;1
1009820536702-01;Cuenca;1
1009821171255-01;Portoviejo;1
1009821929152-01;Guayaquil;4
1009822382980-01;Quito;1
1009822443557-01;Puyo;1
1009823437935-01;El Empalme;1
1009830110063-01;Guayaquil;3
1009830168272-01;Santa Rosa;1
1009830484508-01;Santo Domingo;1
1009840683504-01;Milagro;1
1009843074533-01;Quito;1
1009843494206-01;Santo Domingo;1
1009843556428-01;Latacunga;1
1009851207569-01;Daule;1
1009852436655-01;Machala;22
1009860082314-01;Quito;1
1009860215166-01;Cuenca;1
1009860801790-01;Quito;1
1009860934569-01;Guayaquil;1
1009861093406-01;Santa Elena;1
1009861294847-01;El Carmen;1
1009862725877-01;Quito;1
1009870817687-01;Quito;1
1009872359024-01;Guayaquil;1
1009873337808-01;Machala;1
1009880685175-01;Daule;1
1009881542455-01;Portoviejo;1
1009891901161-01;Guayaquil;1
1009911782538-01;Quito;7
1009970198459-01;Quito;1
1009971186322-01;Guayaquil;1
1009971735718-01;Guayaquil;2
1009972695743-01;Guayaquil;1
1009972846753-01;Puyo;1
1009980291901-01;Ambato;1
1009980326780-01;Machala;2
1009981007973-01;Quito;34
1009990814216-01;Riobamba;2
1009991018314-01;Guayaquil;8
1009992673239-01;Guayaquil;2
1009992704495-01;Machala;1
1010000729959-01;Riobamba;2
1010000784421-01;La Libertad;1
1010001082690-01;Azogues;10
1010002589044-01;Guayaquil;1
1010010116208-01;Duran;33
1010013109976-01;La Libertad;24
1010013312009-01;Quito;1
1010020056170-01;Zaruma;1
1010020463847-01;Quito;1
1010021973912-01;Guayaquil;1
1010022506510-01;Quito;1
1010022738118-01;Loja;1
1010022920309-01;Piñas;2
1010023215088-01;Guayaquil;19
1010030251215-01;24 De Mayo;1
1010040601234-01;Quito;1
1010040673197-01;Quito;1
1010043410737-01;Quito;1
1010050035323-01;Guayaquil;6
1010050834077-01;Quito;1
1010051176146-01;Guayaquil;7
1010052118058-01;Montufar;1
1010053013239-01;Santa Lucia;1
1010060710424-01;Chone;6
1010060853489-01;Guayaquil;1
1010061557076-01;Ruminahui;1
1010062335660-01;Loja;18
1010063105096-01;Guayaquil;1
1010073581495-01;Lago Agrio;1
1010080006050-01;Duran;1
1010080467463-01;Guayaquil;13
1010080550446-01;El Pangui;1
1010080888783-01;Guayaquil;1
1010081748814-01;Daule;1
1010082539945-01;Guayaquil;4
1010082680693-01;Puyo;1
1010083233447-01;Santo Domingo;1
1010100466798-01;Esmeraldas;1
1010101214487-01;Esmeraldas;2
1010101281144-01;Quito;1
1010102042451-01;Guayaquil;25
1010102109060-01;Guayaquil;1
1010102884390-01;Quito;1
1010112940290-01;Quito;1
1010113057045-01;Chone;1
1010113396111-01;Atacames;1
1010122011392-01;El Triunfo;1
1010122554251-01;Portoviejo;1
1010122787915-01;Santo Domingo;1
1010123370878-01;Santo Domingo;1
1010131966231-01;Marcelino Mariduena;1
1010133152749-01;A. Baquerizo Moreno - Jujan;1
1010142400660-01;Guayaquil;10
1010152329466-01;Guayaquil;1
1010163590332-01;Esmeraldas;1
1010191300903-01;Esmeraldas;1
1010220088124-01;Cuenca;1
1010220681719-01;Quito;2
1010221130231-01;Mocache;1
1010230545357-01;Quito;3
1010231837004-01;Ambato;1
1010232353791-01;Cuenca;2
1010241153120-01;Babahoyo;2
1010243314801-01;Daule;4
1010243330530-01;Azogues;1
1010243369037-01;Quito;1
1010250280234-01;Valencia;1
1010251911300-01;Quito;1
1010252574072-01;Duran;11
1010260474808-01;Guayaquil;1
1010263369812-01;Manta;1
1010271967145-01;Quito;1
1010272115904-01;Santo Domingo;2
1010280757709-01;Ambato;1
1010282534359-01;Guayaquil;33
1010282577261-01;Piñas;1
1010282703792-01;Ambato;1
1010283206914-01;Quito;5
1010292721438-01;Quito;1
1010293513302-01;Paltas;1
1010300183291-01;Buena Fe;1
1010302634178-01;Cuenca;1
1010303154183-01;Antonio Ante;1
1010310116371-01;Quito;1
1010310777628-01;Gualaquiza;1
1010312137072-01;Pasaje;1
1010312761257-01;Guayaquil;1
1010320890731-01;Sucre;1
1010323320891-01;Portoviejo;1
1010332419117-01;Manta;1
1010332944862-01;El Triunfo;1
1010341387194-01;Esmeraldas;1
1010341745262-01;Quito;1
1010342486884-01;Salcedo;1
1010350264929-01;Latacunga;1
1010351584311-01;La Mana;1
1010360243556-01;Nabon;1
1010360640867-01;Piñas;23
1010361324286-01;Guayaquil;1
1010392367616-01;Guayaquil;1
1010392879227-01;El Carmen;1
1010400296317-01;Manta;2
1010431194397-01;Portoviejo;1
1010451309704-01;Quito;1
1010460751191-01;Portoviejo;1
1010460818214-01;Riobamba;1
1010462918102-01;Jipijapa;1
1010463062787-01;Quito;1
1010471408481-01;Quito;2
1010471461343-01;Quito;1
1010471950294-01;Babahoyo;1
1010471963171-01;Guayaquil;1
1010480475907-01;Quito;2
1010482548892-01;Quito;1
1010492498181-01;Zamora;1
1010492509196-01;Ibarra;1
1010493045597-01;Manta;1
1010500024630-01;Calvas;4
1010500776730-01;Esmeraldas;1
1010510535339-01;Latacunga;1
1010511467196-01;La Libertad;1
1010512592025-01;Milagro;1
1010513391898-01;Lago Agrio;1
1010520454256-01;Quito;1
1010520830190-01;Guayaquil;1
1010520957736-01;Guayaquil;1
1010522853749-01;Portoviejo;1
1010530371631-01;Guayaquil;4
1010530774049-01;Machala;1
1010531403318-01;Esmeraldas;1
1010531757405-01;Ibarra;1
1010531887446-01;Quito;1
1010532806495-01;Babahoyo;2
1010541415509-01;Guayaquil;1
1010542807309-01;Azogues;1
1010543448097-01;Machala;2
1010550032101-01;Latacunga;1
1010550286937-01;Guaranda;1
1010551709494-01;Quito;1
1010553132851-01;Santo Domingo;1
1010553482493-01;Vinces;1
1010560841823-01;Gualaquiza;1
1010561653913-01;Manta;1
1010562479726-01;Guayaquil;1
1010562719511-01;Guayaquil;1
1010562966738-01;Ibarra;1
1010563155514-01;Cuenca;1
1010563583604-01;Quininde;1
1010570466968-01;Quito;1
1010580055460-01;Santo Domingo;1
1010581263672-01;Duran;1
1010581295437-01;Manta;2
1010582294624-01;Guayaquil;1
1010590114017-01;Quito;1
1010590554633-01;Santo Domingo;1
1010592172518-01;Quevedo;1
1010593372652-01;Quito;1
1010601861227-01;Tulcan;2
1010601967884-01;Quito;6
1010602303454-01;Quevedo;9
1010602755750-01;Quito;1
1010602908588-01;Guayaquil;7
1010603481378-01;Guayaquil;1
1010651473857-01;Atacames;2
1010673317246-01;Quito;10
1010681358664-01;Quininde;1
1010682381519-01;Loja;1
1010690046444-01;Guayaquil;1
1010690773471-01;Guayaquil;1
1010710321539-01;Loja;1
1010710944289-01;La Troncal;2
1010713421594-01;Babahoyo;1
1010721000375-01;Balzar;2
1010721813499-01;Zaruma;1
1010722030336-01;Ambato;1
1010722454345-01;Guayaquil;1
1010722919017-01;Guayaquil;6
1010723016897-01;La Libertad;1
1010730028906-01;Guayaquil;3
1010730452962-01;Riobamba;1
1010732329513-01;Cuenca;1
1010732543199-01;Portoviejo;1
1010732995217-01;Portoviejo;3
1010733077596-01;Quito;1
1010733219042-01;Quito;1
1010740136194-01;Guayaquil;1
1010741416624-01;Quito;6
1010742360996-01;Guayaquil;16
1010742638402-01;Quito;1
1010742996514-01;Guayaquil;1
1010743028059-01;Ibarra;1
1010743165059-01;Loja;4
1010743493964-01;Ibarra;1
1010751191717-01;Quito;1
1010760141608-01;Guayaquil;1
1010761360712-01;Quito;1
1010762161188-01;Mejia;1
1010762532503-01;Puyo;1
1010770192629-01;Manta;1
1010771545741-01;Guayaquil;1
1010773235292-01;Guayaquil;10
1010781747497-01;Guaranda;1
1010783313368-01;Manta;1
1010783401527-01;Quito;1
1010783447838-01;Quito;1
1010783599255-01;Quininde;1
1010792808162-01;Duran;1
1010801567335-01;Ruminahui;1
1010803325803-01;Quito;1
1010803395448-01;Guayaquil;1
1010811903311-01;Quito;4
1010811961116-01;Quito;1
1010813410640-01;Guayaquil;5
1010820295231-01;Quito;2
1010820338258-01;Guayaquil;4
1010821468702-01;Duran;5
1010821503994-01;Quito;1
1010823251643-01;Portoviejo;2
1010823329955-01;Guayaquil;4
1010823442487-01;Azogues;2
1010823556428-01;Loja;32
1010831430245-01;Guayaquil;1
1010831757448-01;Quito;2
1010832283208-01;Quito;16
1010832520775-01;Santa Elena;1
1010833050578-01;Guayaquil;1
1010833373202-01;Guayaquil;8
1010841322579-01;Cuenca;1
1010841357339-01;Guayaquil;1
1010842491026-01;Samborondon;2
1010843511648-01;Loja;3
1010850302383-01;Samborondon;4
1010851064675-01;Guayaquil;2
1010851505566-01;Naranjal;1
1010851902087-01;Lago Agrio;1
1010853589598-01;Quito;1
1010860858755-01;Quito;1
1010861715811-01;Guayaquil;1
1010870925799-01;Quito;37
1010881813947-01;Atacames;10
1010930597208-01;Quito;1
1010940189187-01;Ibarra;1
1010950481173-01;Guayaquil;5
1010951366666-01;Milagro;3
1010951859488-01;Santa Elena;1
1010960252181-01;Milagro;3
1010961359939-01;Santa Ana;1
1010961695694-01;Quito;1
1010962427382-01;Quito;1
1010963168414-01;Guayaquil;6
1010970501006-01;Milagro;1
1010970962649-01;A. Baquerizo Moreno - Jujan;1
1010980243445-01;Portoviejo;1
1010980615432-01;Ibarra;1
1010982261198-01;Guayaquil;1
1010982597079-01;Quito;9
1010983036773-01;Cuenca;1
1010991600527-01;Quito;1
1010991768969-01;Quito;2
1010991813169-01;Guayaquil;2
1010992175817-01;Quito;1
1010992453661-01;Quito;1
1010992652427-01;Quevedo;6
1010993532096-01;Riobamba;2
1011000063770-01;Duran;1
1011001190032-01;Guayaquil;4
1011002272873-01;Quito;2
1011010153596-01;Guayaquil;1
1011011947261-01;Cuenca;2
1011011954401-01;Portoviejo;2
1011013304674-01;Guayaquil;3
1011021936505-01;Guayaquil;1
1011022629935-01;La Libertad;21
1011023569721-01;Salcedo;1
1011030759093-01;Milagro;1
1011032169736-01;Quito;13
1011033153626-01;Cuenca;1
1011033383352-01;Latacunga;1
1011040447590-01;Santa Elena;1
1011041910033-01;Zaruma;3
1011042488451-01;Esmeraldas;1
1011050314843-01;Duran;5
1011050390740-01;Machala;3
1011060269915-01;Puyo;1
1011061088151-01;Duran;9
1011061584828-01;Santo Domingo;2
1011062328755-01;Esmeraldas;1
1011062657026-01;Cuenca;1
1011070715241-01;Puerto Lopez;1
1011073194119-01;Duran;1
1011073323332-01;Portoviejo;4
1011081663837-01;Guayaquil;1
1011081834933-01;Guayaquil;1
1011090575636-01;Guayaquil;1
1011102079917-01;Guayaquil;2
1011173175140-01;Daule;2
1011190673845-01;Guayaquil;1
1011192076962-01;Guayaquil;1
1011200675988-01;Quito;4
1011202241717-01;Milagro;1
1011202558624-01;Quito;5
1011210271739-01;Quito;22
1011212780656-01;Guayaquil;1
1011212828908-01;Ambato;1
1011213512612-01;Santo Domingo;1
1011221663759-01;Playas;1
1011221736356-01;Guayaquil;1
1011222125819-01;Quito;18
1011223386204-01;Portoviejo;1
1011230656927-01;Orellana;1
1011232005249-01;Quito;2
1011233579028-01;Quevedo;17
1011240460868-01;Quito;1
1011242774616-01;Macara;20
1011243560984-01;Guayaquil;1
1011250598174-01;Guayaquil;1
1011250790944-01;Duran;1
1011250941506-01;Quito;2
1011251203562-01;Quito;1
1011251952668-01;Jaramijo;1
1011260012423-01;Guayaquil;2
1011260271268-01;Quito;2
1011261522609-01;Guayaquil;1
1011261703453-01;Quito;1
1011262116462-01;Samborondon;1
1011262515228-01;Azogues;1
1011262639419-01;Azogues;1
1011263304995-01;Portoviejo;1
1011273318597-01;Guayaquil;1
1011280752968-01;Jipijapa;1
1011280916178-01;Mejia;1
1011282603653-01;Cuenca;2
1011283131581-01;Quito;1
1011290829724-01;Cuenca;13
1011290920339-01;Santo Domingo;1
1011300401358-01;Quininde;6
1011301618615-01;Naranjito;1
1011302568575-01;Pasaje;1
1011303047500-01;La Mana;1
1011320322510-01;Guayaquil;2
1011321800238-01;Guayaquil;19
1011322725559-01;Guayaquil;1
1011323283319-01;Milagro;1
1011333145978-01;Portoviejo;20
1011352665993-01;Jaramijo;4
1011353565293-01;Quito;1
1011401992957-01;Quito;1
1011402392961-01;Quito;2
1011412516314-01;Santo Domingo;1
1011420944614-01;Quito;4
1011421395194-01;Quilanga;1
1011422128349-01;Shushufindi;1
1011430687695-01;Guayaquil;1
1011430891443-01;Quevedo;1
1011431258197-01;Guayaquil;1
1011431979571-01;Guayaquil;1
1011432698560-01;Guayaquil;1
1011432793625-01;Quito;1
1011440275558-01;Guayaquil;1
1011441425378-01;Ambato;1
1011442467653-01;Quito;1
1011450187258-01;Quito;2
1011450364522-01;Guayaquil;1
1011450756500-01;San Jacinto De Yaguachi;1
1011451513089-01;Guayaquil;7
1011451678010-01;Quito;5
1011452535843-01;Milagro;13
1011453498194-01;Guayaquil;2
1011460466361-01;Quito;1
1011462754968-01;Daule;1
1011462899509-01;Daule;6
1011463301399-01;Daule;1
1011470645969-01;Ventanas;5
1011470972791-01;Guayaquil;1
1011471546833-01;Guayaquil;1
1011480270023-01;Cotacachi;1
1011480721908-01;Guayaquil;2
1011481321485-01;La Libertad;1
1011483268037-01;Guayaquil;3
1011483525451-01;Guayaquil;1
1011492258429-01;Esmeraldas;1
1011492595509-01;Atacames;3
1011500732826-01;La Mana;1
1011501776770-01;Guayaquil;17
1011512143567-01;Quito;1
1011512749709-01;Quito;3
1011513185598-01;Caluma;1
1011520279422-01;Santiago;1
1011521547994-01;Guayaquil;2
1011522223110-01;Quito;2
1011530610580-01;Balzar;1
1011532182675-01;Cuenca;1
1011532884971-01;Chaguarpamba;3
1011532924717-01;Guayaquil;1
1011533436719-01;Chaguarpamba;3
1011533521549-01;Guayaquil;7
1011540069802-01;Lago Agrio;2
1011540325253-01;Ibarra;1
1011540538422-01;Guayaquil;1
1011543501242-01;Quito;1
1011552309979-01;Santa Cruz;2
1011560339232-01;Loja;15
1011561063787-01;Quito;1
1011563384502-01;Guayaquil;12
1011581729253-01;Gualaceo;1
1011660910785-01;Guayaquil;2
1011662597873-01;Archidona;1
1011671857363-01;Guayaquil;1
1011680639083-01;Guayaquil;1
1011681291112-01;Guayaquil;1
1011681303489-01;Guayaquil;1
1011682724009-01;Guayaquil;1
1011690272482-01;Quito;1
1011691460132-01;Puyo;1
1011692952007-01;Orellana;3
1011701139457-01;Esmeraldas;3
1011711621833-01;Guayaquil;1
1011720062569-01;Riobamba;1
1011720271538-01;Atacames;1
1011722571859-01;Manta;14
1011741115448-01;Ambato;1
1011741445588-01;Quito;1
1011741482247-01;Playas;1
1011741928979-01;Guayaquil;5
1011742166142-01;Ruminahui;1
1011750103680-01;Guayaquil;1
1011751735494-01;Quito;1
1011762705939-01;Quito;4
1011770340079-01;Esmeraldas;7
1011770412564-01;Cuenca;1
1011772264357-01;Guayaquil;1
1011772659540-01;Quito;1
1011780638666-01;Esmeraldas;1
1011790541939-01;Guayaquil;11
1011792041986-01;Quito;1
1011792228629-01;Playas;1
1011800332810-01;Guayaquil;2
1011801992330-01;Guayaquil;1
1011802946127-01;Daule;7
1011810325415-01;Esmeraldas;2
1011812421567-01;Esmeraldas;1
1011852847130-01;Quito;11
1011862041298-01;Machala;8
1011882322042-01;Guayaquil;3
1011893360837-01;Quito;13
1011900425006-01;Quito;9
1011901957493-01;Esmeraldas;2
1011910341891-01;Quito;1
1011911071405-01;Guayaquil;14
1011911174296-01;Quito;7
1011911273467-01;Guayaquil;1
1011913105900-01;Quito;1
1011913456896-01;Guayaquil;1
1011920685017-01;Guayaquil;1
1011921187047-01;Guayaquil;1
1011921423275-01;Quito;1
1011921521689-01;Guayaquil;1
1011930297422-01;Milagro;23
1011931256256-01;Yantzaza;1
1011931975707-01;Manta;27
1011932982745-01;Guayaquil;1
1011933353257-01;Santa Rosa;1
1011933420627-01;Quito;1
1011940186197-01;Santa Elena;1
1011941468341-01;Salinas;1
1011942222992-01;Quito;1
1011942638004-01;Cuenca;1
1011950005360-01;Guayaquil;5
1011950797631-01;Santa Rosa;5
1011953044208-01;Guayaquil;1
1011953186970-01;Guayaquil;1
1011953389252-01;Daule;2
1011961974211-01;Mera;6
1011963016741-01;Guayaquil;25
1011970404204-01;Duran;1
1011970409566-01;Huaquillas;12
1011970492990-01;Duran;1
1011971392783-01;Guayaquil;4
1011971541299-01;Manta;1
1011972044883-01;Riobamba;9
1011972311989-01;Guayaquil;1
1011972987126-01;Esmeraldas;1
1011980411950-01;Machala;7
1011980558815-01;Pasaje;2
1011982629843-01;Macas;2
1011983125001-01;Pedro Carbo;1
1011983369195-01;Guayaquil;3
1011990649443-01;Quito;1
1011991282897-01;Guayaquil;25
1011991467504-01;Guayaquil;6
1011991651291-01;Guayaquil;1
1011992039764-01;La Libertad;18
1012010350347-01;Guayaquil;1
1012010875773-01;Quito;1
1012011794924-01;Duran;8
1012012405447-01;Guayaquil;1
1012012886821-01;Portoviejo;1
1012020658681-01;Guayaquil;3
1012021320560-01;Guayaquil;4
1012022231757-01;Guayaquil;1
1012031372370-01;Macas;2
1012031824149-01;Quito;1
1012031927962-01;Quito;1
1012031973833-01;Cuenca;7
1012032949475-01;Quito;1
1012033440462-01;Cuenca;15
1012051988935-01;El Empalme;1
1012053187751-01;Cuenca;18
1012060435694-01;Esmeraldas;1
1012060734832-01;Esmeraldas;34
1012060940630-01;Quito;1
1012062678724-01;La Joya De Los Sachas;8
1012062689234-01;Guayaquil;4
1012130037021-01;Quito;1
1012130148990-01;Cuenca;1
1012133556970-01;Urdaneta;3
1012140409408-01;Daule;1
1012141450339-01;Machala;27
1012150197421-01;Quito;2
1012150343575-01;Guayaquil;1
1012151527730-01;Guayaquil;1
1012153452945-01;El Empalme;1
1012162729693-01;Cuenca;30
1012163192362-01;Milagro;1
1012170599841-01;Milagro;1
1012171518380-01;Guayaquil;1
1012171563466-01;Santo Domingo;1
1012171641540-01;Quito;4
1012171958712-01;Manta;2
1012172682882-01;Guayaquil;10
1012180028629-01;Huaquillas;1
1012180760991-01;Quito;1
1012183185844-01;Duran;10
1012183347405-01;Guayaquil;2
1012190366424-01;Guayaquil;14
1012190544764-01;Guayaquil;1
1012191146619-01;Zamora;16
1012191808491-01;Esmeraldas;1
1012200433979-01;Portoviejo;10
1012200883392-01;Quito;1
1012202304905-01;Guayaquil;1
1012202791360-01;Guayaquil;1
1012203298422-01;Quito;1
1012203370416-01;Guayaquil;1
1012211026497-01;Guayaquil;1
1012212199422-01;Quininde;9
1012212270910-01;Guayaquil;2
1012231475406-01;Zaruma;3
1012240018661-01;Quito;3
1012242552878-01;Samborondon;1
1012242949421-01;Milagro;2
1012250648393-01;Urbina Jado - Salitre;1
1012251178096-01;Manta;13
1012251699306-01;Riobamba;1
1012252032455-01;Atacames;6
1012252126424-01;Guayaquil;7
1012252501599-01;Machala;1
1012260029888-01;Quito;1
1012260054854-01;Guayaquil;2
1012260550788-01;Babahoyo;1
1012260755803-01;Ambato;1
1012261570185-01;Lago Agrio;1
1012262033208-01;Guayaquil;7
1012270595540-01;Ibarra;1
1012270827933-01;Guayaquil;1
1012272580015-01;Cuenca;1
1012282686051-01;Quito;1
1012292410822-01;Azogues;1
1012382188587-01;Quito;1
1012400285357-01;Macas;1
1012401265653-01;Guayaquil;8
1012401829700-01;Montecristi;1
1012402947439-01;Machala;1
1012411153635-01;Guayaquil;27
1012411986222-01;Azogues;1
1012412620410-01;Guayaquil;1
1012422187521-01;Guayaquil;4
1012430633233-01;Guayaquil;7
1012441136091-01;Guayaquil;9
1012451211040-01;Nobol;1
1012451938749-01;Quito;3
1012453507877-01;Portoviejo;1
1012462383228-01;Quito;1
1012470239406-01;Esmeraldas;2
1012473323318-01;Guayaquil;1
1012483199607-01;Duran;2
1012492823357-01;Santo Domingo;1
1012493188790-01;Salinas;1
1012500210785-01;Portovelo;2
1012501376680-01;Guayaquil;1
1012503472390-01;Orellana;1
1012511106067-01;Riobamba;1
1012512317549-01;Naranjal;1
1012521476890-01;Guayaquil;11
1012521704506-01;Playas;1
1012530431133-01;Montecristi;5
1012540491409-01;Patate;1
1012543057342-01;Esmeraldas;1
1012562767160-01;Guayaquil;1
1012581376630-01;Guayaquil;24
1012610730707-01;General Antonio Elizalde - Bucay;1
1012611361033-01;Tena;2
1012612097931-01;Guayaquil;1
1012621966385-01;Guayaquil;1
1012632433665-01;Guayaquil;1
1012632464492-01;Salcedo;1
